loan_amnt,term,int_rate,credit,emp_length,home_ownership,annual_inc,dti,bad_loans
16000, 36 months,7.9,6,5,MORTGAGE,117996.0,9.09,0
15000, 36 months,6.03,6,5,OWN,53481.0,10.81,0
1900, 36 months,7.51,6,11,MORTGAGE,72000.0,19.27,0
6000, 36 months,13.49,4,5,MORTGAGE,150000.0,16.22,0
8525, 36 months,14.54,3,2,MORTGAGE,90000.0,1.24,1
4950, 36 months,24.99,1,0,RENT,18000.0,28.87,1
18000, 60 months,17.49,3,11,RENT,80000.0,17.02,1
7500, 36 months,13.49,4,0,RENT,38400.0,8.34,0
3000, 60 months,22.2,2,0,RENT,35000.0,11.69,1
13800, 60 months,17.27,3,2,MORTGAGE,33300.0,14.52,0
13750, 36 months,16.45,2,11,MORTGAGE,38644.0,18.6,1
5000, 36 months,5.99,6,1,RENT,65000.0,10.49,0
10000, 60 months,23.7,1,11,MORTGAGE,46000.0,15.24,1
15000, 36 months,16.29,3,11,MORTGAGE,50000.0,20.88,0
25975, 60 months,24.5,1,4,RENT,65000.0,20.33,1
1375, 36 months,11.11,5,6,MORTGAGE,24000.0,2.1,1
6400, 36 months,12.87,4,10,RENT,70775.0,11.09,1
1200, 36 months,16.29,3,7,RENT,42000.0,13.49,0
20000, 60 months,16.49,3,4,MORTGAGE,72000.0,24.58,0
10000, 60 months,12.68,4,9,MORTGAGE,120000.0,10.02,1
6000, 36 months,6.03,6,1,RENT,55000.0,8.92,0
35000, 60 months,11.99,5,5,MORTGAGE,74000.0,1.18,0
20000, 36 months,12.8,3,11,OWN,60000.0,22.44,1
3000, 36 months,14.65,4,3,RENT,125000.0,18.84,0
6000, 36 months,7.9,6,5,MORTGAGE,81360.0,14.99,0
10800, 36 months,12.21,5,4,MORTGAGE,83000.0,12.68,1
35000, 60 months,22.74,0,5,RENT,105000.0,16.94,0
35000, 60 months,15.65,3,11,MORTGAGE,75705.0,26.19,1
12000, 36 months,11.26,5,2,RENT,75000.0,13.01,1
3625, 36 months,14.3,4,0,MORTGAGE,14000.0,26.62,1
6300, 36 months,10.99,5,11,RENT,37000.0,11.74,0
9600, 36 months,15.23,4,2,MORTGAGE,300000.0,6.42,0
16800, 36 months,6.17,6,4,MORTGAGE,43200.0,18.89,1
8000, 36 months,6.03,6,11,MORTGAGE,64320.0,2.5,0
17500, 60 months,12.42,5,5,RENT,70000.0,16.7,0
18000, 60 months,10.64,5,4,MORTGAGE,82000.0,18.11,1
4800, 36 months,10.65,5,7,RENT,22000.0,8.07,0
4800, 36 months,12.42,5,11,MORTGAGE,54000.0,17.98,0
11200, 36 months,5.42,6,11,RENT,82000.0,23.14,0
16000, 36 months,6.03,6,11,RENT,130000.0,12.16,0
25000, 36 months,8.9,6,5,RENT,60000.0,25.4,0
25000, 36 months,10.99,5,0,MORTGAGE,57120.0,15.29,0
6600, 36 months,7.9,6,6,MORTGAGE,47000.0,26.89,0
19750, 36 months,15.7,3,10,RENT,53000.0,3.67,1
12000, 60 months,12.69,5,5,MORTGAGE,90000.0,15.35,0
4000, 36 months,5.99,6,7,MORTGAGE,41664.0,15.29,0
18775, 60 months,14.33,4,4,MORTGAGE,70000.0,16.01,1
8800, 36 months,8.9,6,3,RENT,55000.0,25.62,1
5500, 36 months,7.51,6,5,RENT,63000.0,5.56,0
14675, 60 months,19.42,2,2,RENT,38500.0,22.66,1
6800, 36 months,8.9,6,7,RENT,27600.0,13.04,0
19000, 60 months,16.77,3,4,OWN,38000.0,18.09,1
18000, 36 months,18.85,3,11,MORTGAGE,108000.0,12.83,1
10000, 36 months,15.88,4,6,RENT,50000.0,12.07,1
35000, 36 months,18.64,2,6,MORTGAGE,146000.0,14.91,0
20000, 60 months,18.39,2,3,OWN,95000.0,15.03,0
19600, 60 months,23.5,1,11,MORTGAGE,50000.0,28.67,1
12000, 36 months,16.77,3,0,RENT,60000.0,11.12,1
15000, 60 months,14.47,4,11,MORTGAGE,52000.0,5.98,1
14400, 36 months,11.99,5,0,RENT,84000.0,14.86,0
7000, 36 months,9.99,5,3,RENT,43000.0,14.65,0
12000, 36 months,13.49,4,1,RENT,125000.0,13.18,0
15000, 60 months,14.91,3,3,MORTGAGE,40000.0,9.45,1
19750, 60 months,12.23,4,0,OWN,33664.0,17.4,1
25000, 60 months,16.82,2,1,RENT,150000.0,11.01,1
8000, 36 months,5.42,6,6,MORTGAGE,50000.0,2.11,0
6400, 36 months,18.55,3,8,MORTGAGE,80000.0,29.87,1
12000, 36 months,10.64,5,11,RENT,88000.0,10.87,1
7200, 36 months,17.58,3,11,MORTGAGE,65000.0,11.34,0
11300, 60 months,12.69,5,11,OWN,59500.0,13.37,0
13600, 36 months,12.42,5,6,RENT,80000.0,19.05,0
22750, 60 months,20.3,2,1,MORTGAGE,47840.0,19.31,1
2200, 36 months,12.42,5,11,MORTGAGE,65000.0,6.35,0
8000, 36 months,14.65,4,3,MORTGAGE,45000.0,21.6,0
10000, 36 months,10.65,5,2,RENT,35000.0,13.47,0
5600, 36 months,14.22,4,6,MORTGAGE,66000.0,24.82,1
8000, 36 months,15.62,3,5,MORTGAGE,37700.0,20.66,0
11525, 36 months,13.57,4,1,RENT,30000.0,17.92,1
30000, 60 months,18.64,2,3,MORTGAGE,90960.0,15.58,0
7500, 36 months,8.9,6,11,MORTGAGE,53000.0,17.62,1
21250, 60 months,17.27,3,1,RENT,40000.0,21.57,0
15000, 36 months,13.05,5,8,RENT,49000.0,23.85,1
7500, 36 months,22.7,2,2,RENT,85000.0,14.94,1
6000, 36 months,13.49,4,9,MORTGAGE,50000.0,23.86,0
8000, 36 months,13.92,4,2,OWN,30000.0,20.16,1
2500, 60 months,15.96,4,7,RENT,40296.0,22.6,0
3000, 36 months,6.17,6,0,MORTGAGE,48000.0,0.9,1
5000, 36 months,14.42,3,3,RENT,107028.0,1.96,1
12000, 36 months,8.9,6,8,MORTGAGE,40246.0,17.08,0
4000, 36 months,10.08,5,4,RENT,15000.0,8.08,1
2400, 60 months,17.99,2,4,MORTGAGE,38532.0,14.11,0
16000, 60 months,12.99,4,1,MORTGAGE,32000.0,9.26,1
9250, 36 months,9.63,6,1,MORTGAGE,45896.0,0.0,1
1000, 36 months,11.49,5,11,MORTGAGE,42000.0,17.83,0
12000, 60 months,24.4,0,8,RENT,35775.0,12.98,1
6000, 36 months,10.99,5,4,RENT,95000.0,10.7,0
35000, 60 months,25.28,1,10,RENT,88000.0,24.74,1
26500, 60 months,16.77,2,4,MORTGAGE,51000.0,18.59,1
11950, 60 months,23.4,2,3,RENT,43670.0,20.34,1
24000, 60 months,17.1,4,7,OWN,60000.0,21.5,1
18000, 60 months,17.27,3,8,RENT,42000.0,19.83,1
10000, 36 months,20.2,3,10,RENT,52000.0,19.94,1
15000, 36 months,12.42,5,2,RENT,32000.0,12.71,0
16000, 36 months,14.35,4,11,MORTGAGE,53000.0,17.14,1
5000, 36 months,13.04,4,5,MORTGAGE,29496.0,20.38,1
10000, 36 months,10.65,5,4,RENT,100000.0,7.06,1
3800, 36 months,14.59,3,1,OWN,20400.0,19.29,1
24000, 36 months,16.29,3,5,RENT,48000.0,6.7,0
17000, 60 months,12.68,4,1,RENT,42000.0,10.0,1
12000, 60 months,16.89,3,4,MORTGAGE,90000.0,15.24,0
35000, 60 months,22.11,0,3,RENT,122300.0,10.71,0
8450, 36 months,11.71,5,0,RENT,21040.0,16.69,0
3600, 60 months,16.89,3,1,OWN,9600.0,0.0,0
20000, 36 months,7.9,6,4,RENT,101000.0,7.27,0
7500, 36 months,16.29,3,5,MORTGAGE,35000.0,18.31,0
20000, 36 months,7.9,6,11,MORTGAGE,120000.0,5.22,0
15000, 36 months,6.99,6,6,MORTGAGE,132000.0,7.15,0
25000, 36 months,14.7,2,1,RENT,87000.0,5.79,1
13800, 36 months,13.99,4,5,RENT,67300.0,11.34,0
17875, 36 months,6.99,6,11,OWN,30000.0,20.32,0
6500, 36 months,14.11,3,3,MORTGAGE,73000.0,11.59,1
25000, 60 months,11.99,5,11,OWN,80000.0,25.07,1
14000, 36 months,10.37,5,8,MORTGAGE,40000.0,11.1,1
5000, 36 months,15.1,4,7,OWN,43000.0,31.12,1
6000, 36 months,11.99,5,11,RENT,60000.0,13.7,0
5000, 36 months,8.49,6,1,RENT,24996.0,3.79,1
24000, 36 months,10.83,5,4,MORTGAGE,180000.0,6.24,1
23850, 60 months,22.2,2,9,MORTGAGE,96000.0,12.43,1
22000, 36 months,17.58,3,10,MORTGAGE,72000.0,18.7,0
3300, 36 months,5.99,6,3,MORTGAGE,30000.0,11.04,0
12000, 60 months,20.89,1,4,MORTGAGE,100000.0,13.76,0
14000, 36 months,12.42,5,5,MORTGAGE,88000.0,9.63,0
12175, 60 months,21.15,2,0,OWN,35340.0,33.01,1
35000, 60 months,17.56,3,5,MORTGAGE,280000.0,8.37,1
14000, 60 months,18.25,3,6,MORTGAGE,52525.0,15.06,1
10000, 36 months,6.03,6,11,MORTGAGE,79992.0,12.21,0
23500, 60 months,15.61,4,10,MORTGAGE,53500.0,17.16,1
5500, 36 months,19.52,3,1,RENT,30000.0,21.4,1
4000, 60 months,15.21,3,11,MORTGAGE,55000.0,16.04,1
17600, 60 months,15.88,4,10,RENT,57240.0,23.86,1
3000, 36 months,6.03,6,0,MORTGAGE,90000.0,11.03,0
4000, 36 months,6.03,6,8,RENT,48000.0,11.2,0
8000, 36 months,7.9,6,11,MORTGAGE,67200.0,4.54,0
24000, 36 months,12.85,5,5,MORTGAGE,70000.0,13.78,1
14400, 36 months,12.8,3,2,RENT,36120.0,8.47,1
15000, 36 months,10.65,5,7,MORTGAGE,62000.0,13.14,0
1000, 36 months,13.49,4,9,RENT,35100.0,6.19,0
5100, 36 months,17.54,0,1,MORTGAGE,26700.0,13.44,1
7500, 36 months,15.62,3,11,RENT,45000.0,9.81,0
11000, 36 months,16.89,3,8,MORTGAGE,50000.0,15.31,0
23200, 36 months,15.96,4,0,MORTGAGE,67692.0,9.43,0
8000, 36 months,6.03,6,0,MORTGAGE,33600.0,4.11,0
9450, 36 months,10.99,5,10,MORTGAGE,78000.0,23.69,0
4350, 36 months,11.49,5,10,MORTGAGE,124000.0,18.21,0
14400, 36 months,11.71,5,4,MORTGAGE,70000.0,17.57,1
3000, 36 months,12.69,5,4,RENT,25000.0,3.12,0
3000, 36 months,5.99,6,0,MORTGAGE,105000.0,6.7,0
9750, 36 months,10.99,5,11,MORTGAGE,30162.0,25.47,1
27300, 60 months,20.31,3,4,MORTGAGE,69993.0,12.93,1
5500, 36 months,10.62,5,2,RENT,54000.0,14.47,1
1050, 36 months,7.51,6,3,MORTGAGE,31200.0,15.85,1
4200, 36 months,8.9,6,6,RENT,34400.0,6.17,0
8000, 36 months,7.51,6,3,RENT,52500.0,4.53,0
35000, 36 months,10.65,5,8,MORTGAGE,90000.0,17.41,0
11000, 36 months,5.79,6,6,MORTGAGE,64800.0,17.09,1
31500, 60 months,15.96,4,11,MORTGAGE,132000.0,6.01,0
20000, 36 months,14.54,3,3,MORTGAGE,120000.0,7.91,1
15000, 36 months,6.03,6,11,MORTGAGE,85000.0,1.21,0
18500, 36 months,7.49,6,11,OWN,35000.0,18.82,0
25000, 36 months,9.64,5,5,MORTGAGE,75000.0,17.06,1
16000, 60 months,12.99,4,2,MORTGAGE,56000.0,13.22,1
12000, 60 months,15.28,3,6,RENT,31200.0,14.46,1
12000, 36 months,12.99,4,11,OWN,87600.0,16.32,0
23000, 60 months,18.64,2,11,RENT,68000.0,20.51,0
13300, 60 months,19.91,2,5,MORTGAGE,48000.0,15.18,0
5000, 36 months,12.42,5,1,RENT,47000.0,2.91,0
2100, 36 months,9.91,5,5,MORTGAGE,50000.0,14.28,0
7000, 36 months,7.51,6,11,OWN,47000.0,17.87,0
35000, 60 months,13.49,4,5,MORTGAGE,137400.0,15.45,0
20400, 60 months,17.49,3,11,OWN,80000.0,18.57,0
11000, 36 months,15.99,3,2,RENT,97500.0,11.94,0
14400, 36 months,13.67,3,11,MORTGAGE,120000.0,13.01,1
16000, 36 months,13.36,3,3,MORTGAGE,63000.0,16.69,1
20000, 60 months,21.7,2,4,RENT,70000.0,32.25,1
17900, 36 months,7.9,6,1,RENT,65000.0,21.32,0
16200, 60 months,19.29,2,11,MORTGAGE,53000.0,12.63,0
13600, 36 months,14.47,4,8,MORTGAGE,63000.0,32.0,1
11500, 60 months,23.1,2,1,MORTGAGE,52000.0,10.34,1
16400, 60 months,21.14,0,3,MORTGAGE,69312.0,23.56,1
8000, 36 months,14.91,3,11,MORTGAGE,132000.0,14.82,1
30000, 60 months,11.99,5,11,OWN,85000.0,11.15,0
14000, 60 months,11.49,5,11,MORTGAGE,93996.0,11.49,0
16000, 36 months,7.49,6,11,RENT,60000.0,3.28,0
3000, 36 months,10.75,5,11,RENT,43000.0,18.39,1
2000, 36 months,8.49,6,7,MORTGAGE,38423.0,12.56,0
9000, 36 months,13.49,4,4,RENT,70000.0,20.62,0
2500, 36 months,5.99,6,11,MORTGAGE,70000.0,8.73,0
12000, 36 months,13.49,3,2,RENT,55000.0,14.53,1
4500, 36 months,13.99,4,0,RENT,17600.0,13.7,1
2600, 60 months,17.49,3,3,RENT,40000.0,13.02,1
35000, 60 months,11.71,5,4,MORTGAGE,90000.0,8.07,1
5000, 36 months,6.62,6,6,MORTGAGE,38000.0,17.08,0
5000, 36 months,8.49,6,6,MORTGAGE,109000.0,11.55,0
5000, 36 months,12.69,5,6,MORTGAGE,100000.0,20.69,0
3600, 36 months,16.82,2,0,RENT,43000.0,13.76,1
9250, 36 months,15.22,4,7,MORTGAGE,42000.0,32.69,1
15000, 36 months,10.99,5,4,MORTGAGE,120000.0,10.09,0
5000, 36 months,15.61,4,11,MORTGAGE,30000.0,12.36,1
13000, 60 months,17.14,2,6,RENT,25000.0,2.88,1
10000, 36 months,10.99,5,11,MORTGAGE,140000.0,22.48,0
7000, 36 months,6.62,6,3,RENT,42000.0,2.31,1
9800, 36 months,18.85,3,5,RENT,83000.0,21.85,1
9000, 36 months,14.3,4,10,MORTGAGE,54000.0,14.24,1
15000, 36 months,11.48,5,2,RENT,72500.0,23.9,1
21000, 60 months,17.99,2,5,MORTGAGE,120000.0,6.25,1
5600, 36 months,7.9,6,4,RENT,70000.0,5.23,0
17500, 60 months,17.27,3,8,MORTGAGE,45000.0,21.31,1
12000, 60 months,8.88,5,3,MORTGAGE,72000.0,17.6,1
10000, 36 months,11.83,5,4,MORTGAGE,80000.0,10.59,1
5400, 36 months,14.82,2,7,RENT,48000.0,19.4,1
7000, 36 months,6.99,6,2,RENT,51000.0,7.06,0
10000, 36 months,17.56,3,6,RENT,35000.0,29.18,1
9600, 36 months,12.69,5,9,RENT,75000.0,11.46,0
9500, 60 months,15.95,3,11,RENT,72000.0,24.88,1
12000, 36 months,9.91,5,11,OWN,33000.0,18.8,0
6000, 60 months,19.29,2,11,MORTGAGE,66000.0,19.49,0
1200, 36 months,6.99,6,11,MORTGAGE,69600.0,13.1,0
12000, 36 months,9.76,5,2,MORTGAGE,94800.0,8.65,1
9000, 36 months,11.49,5,2,RENT,61000.0,16.17,0
15000, 36 months,18.25,3,5,RENT,50000.0,2.5,1
18825, 36 months,7.9,6,6,RENT,42000.0,22.74,0
7000, 36 months,9.99,5,11,RENT,100840.0,15.07,0
26500, 60 months,20.2,3,11,MORTGAGE,59500.0,14.58,1
6000, 36 months,12.99,4,0,RENT,24000.0,15.2,0
12300, 36 months,7.51,6,8,RENT,45000.0,22.29,1
7000, 36 months,8.9,6,1,RENT,97600.0,7.97,0
5500, 36 months,10.36,5,6,RENT,12000.0,11.7,1
10000, 60 months,15.22,4,6,RENT,29000.0,13.82,1
12000, 60 months,13.49,4,6,RENT,85000.0,13.67,0
35000, 60 months,16.89,3,11,MORTGAGE,92000.0,14.73,0
15000, 36 months,12.42,5,11,RENT,77000.0,5.52,0
8000, 60 months,8.88,5,11,RENT,40000.0,13.1,1
10400, 36 months,11.71,5,4,OWN,35000.0,13.06,0
35000, 60 months,19.03,2,7,OWN,400000.0,6.16,0
8000, 60 months,15.28,3,9,RENT,27600.0,20.43,1
2000, 36 months,15.58,3,3,RENT,14400.0,6.17,1
4200, 36 months,10.59,5,11,MORTGAGE,51600.0,0.42,0
6000, 36 months,6.99,6,11,MORTGAGE,120000.0,14.39,0
25975, 36 months,16.89,3,6,MORTGAGE,80000.0,21.58,0
11000, 36 months,11.14,5,3,RENT,90000.0,4.47,0
11100, 36 months,15.27,4,7,RENT,45000.0,4.64,1
23000, 60 months,11.71,5,11,MORTGAGE,90000.0,28.92,0
4800, 36 months,11.49,5,11,MORTGAGE,60000.0,21.64,1
7000, 36 months,8.9,6,10,MORTGAGE,70000.0,4.1,0
2400, 36 months,16.49,3,8,RENT,31200.0,2.04,0
8400, 36 months,6.62,6,0,MORTGAGE,27000.0,7.56,1
35000, 36 months,7.49,6,8,MORTGAGE,104000.0,1.06,0
10825, 36 months,10.99,5,11,OWN,44630.0,13.79,0
3000, 36 months,14.09,3,3,RENT,42000.0,5.06,1
8000, 36 months,18.55,3,5,RENT,30000.0,28.96,1
12000, 36 months,13.05,5,11,RENT,40000.0,18.09,1
10000, 36 months,8.0,6,11,MORTGAGE,55000.0,9.6,1
4500, 36 months,8.49,6,9,MORTGAGE,28000.0,21.56,1
13200, 36 months,8.49,6,1,RENT,60000.0,28.54,0
6000, 36 months,6.03,6,7,RENT,31000.0,14.09,0
29600, 60 months,19.69,2,0,RENT,110000.0,4.65,0
1500, 36 months,8.49,6,0,MORTGAGE,35376.0,15.71,0
20000, 60 months,14.65,4,9,MORTGAGE,260000.0,4.4,0
12500, 36 months,15.88,4,11,MORTGAGE,38000.0,10.96,1
10000, 60 months,18.99,1,1,RENT,38088.0,16.76,1
5200, 36 months,13.49,4,1,RENT,45000.0,16.77,0
10025, 36 months,5.42,6,4,RENT,44966.0,19.13,0
1000, 36 months,8.59,6,1,RENT,75000.0,2.42,1
18000, 36 months,7.9,6,3,MORTGAGE,130000.0,11.18,0
30000, 36 months,12.69,5,11,MORTGAGE,65000.0,9.58,0
25000, 36 months,14.79,4,2,MORTGAGE,192000.0,11.43,0
13425, 36 months,15.99,3,2,RENT,130000.0,10.4,0
10000, 60 months,11.99,5,1,OWN,36000.0,2.33,1
16000, 60 months,7.49,6,9,MORTGAGE,85000.0,10.45,0
25000, 36 months,13.49,4,10,RENT,110000.0,8.85,0
30000, 60 months,12.42,5,1,RENT,68000.0,25.27,0
15725, 60 months,14.33,4,4,RENT,60000.0,6.6,1
6350, 36 months,19.52,3,2,MORTGAGE,57500.0,6.11,1
7000, 36 months,17.26,1,2,RENT,32000.0,12.26,1
10000, 36 months,18.85,3,3,RENT,61000.0,11.27,1
2075, 36 months,15.23,4,11,RENT,60000.0,10.76,0
5000, 60 months,10.99,5,6,MORTGAGE,45000.0,16.24,1
14000, 36 months,7.49,6,9,MORTGAGE,200000.0,1.21,0
6600, 36 months,12.35,5,1,MORTGAGE,32000.0,11.51,1
16875, 36 months,7.51,6,8,RENT,86400.0,15.82,0
12000, 36 months,5.42,6,3,MORTGAGE,159996.0,1.26,0
2000, 36 months,10.99,5,4,MORTGAGE,56000.0,16.86,0
25000, 36 months,6.99,6,11,MORTGAGE,69000.0,16.89,0
18600, 36 months,6.99,6,11,MORTGAGE,82305.0,7.19,0
3000, 36 months,18.39,2,11,RENT,44000.0,16.23,0
12000, 36 months,15.88,4,11,RENT,41000.0,29.36,1
6400, 36 months,13.49,4,1,RENT,29000.0,8.48,0
3200, 36 months,9.99,5,11,RENT,40000.0,20.76,1
8000, 60 months,11.71,5,4,OWN,31000.0,16.22,0
7400, 36 months,13.99,4,0,RENT,49995.0,20.52,1
6400, 36 months,11.71,5,4,RENT,62502.0,19.78,0
22475, 60 months,15.1,4,2,MORTGAGE,63000.0,18.15,1
30000, 36 months,14.98,4,10,OWN,320000.0,7.37,1
8000, 36 months,6.62,6,3,MORTGAGE,136173.0,4.59,0
11000, 36 months,8.9,6,5,MORTGAGE,45000.0,13.57,0
3000, 36 months,7.49,6,3,RENT,24000.0,12.85,0
12875, 36 months,12.42,5,11,RENT,35000.0,23.14,0
7500, 36 months,6.03,6,6,RENT,48000.0,5.08,0
1750, 36 months,10.65,5,3,MORTGAGE,78000.0,21.28,0
16000, 36 months,7.49,6,0,MORTGAGE,60000.0,16.94,0
6000, 36 months,10.59,5,7,MORTGAGE,32760.0,18.83,0
8000, 36 months,16.49,3,3,MORTGAGE,45000.0,14.0,0
7800, 36 months,6.99,6,0,MORTGAGE,59000.0,20.11,0
21200, 60 months,13.99,4,7,MORTGAGE,78424.0,9.44,1
6050, 36 months,12.99,3,11,MORTGAGE,45000.0,22.77,1
13000, 60 months,22.7,2,11,MORTGAGE,85000.0,13.75,1
8050, 36 months,12.69,5,2,RENT,36000.0,14.8,1
10375, 36 months,14.27,4,4,RENT,41280.0,23.78,1
16000, 60 months,19.74,1,7,RENT,60000.0,21.02,1
11500, 36 months,7.9,6,6,MORTGAGE,29000.0,21.93,0
12000, 36 months,16.77,3,11,MORTGAGE,93000.0,13.46,0
22000, 60 months,15.65,3,6,RENT,50000.0,19.9,1
7000, 36 months,7.49,6,6,MORTGAGE,60000.0,0.96,0
9500, 36 months,6.99,6,11,RENT,50000.0,8.86,0
5000, 36 months,9.91,5,0,RENT,36000.0,22.3,0
15000, 36 months,17.03,1,4,RENT,100000.0,10.85,1
2500, 36 months,13.3,3,2,RENT,24960.0,0.96,1
7000, 36 months,5.79,6,9,MORTGAGE,39000.0,11.08,1
14000, 36 months,15.22,4,3,MORTGAGE,80000.0,12.9,1
25000, 36 months,10.99,5,11,RENT,90000.0,15.97,0
24200, 36 months,8.49,6,4,MORTGAGE,55000.0,6.37,0
27050, 60 months,23.7,1,4,RENT,120000.0,7.89,1
3000, 36 months,7.51,6,11,MORTGAGE,37000.0,25.01,1
14000, 36 months,6.03,6,11,MORTGAGE,96000.0,11.43,0
1600, 36 months,9.88,5,2,RENT,18000.0,3.07,1
4950, 36 months,14.33,4,10,RENT,30000.0,6.72,1
19200, 36 months,12.84,4,6,MORTGAGE,102000.0,20.21,1
11200, 36 months,17.27,3,3,RENT,36840.0,14.07,0
30000, 36 months,11.71,5,11,MORTGAGE,200100.0,8.79,0
8000, 36 months,7.49,6,0,RENT,50000.0,6.24,0
20000, 60 months,15.22,4,3,RENT,65000.0,8.29,1
7750, 36 months,9.99,5,3,MORTGAGE,36000.0,18.7,1
35000, 60 months,11.71,5,8,MORTGAGE,88000.0,6.56,1
12000, 36 months,5.99,6,11,MORTGAGE,53000.0,1.47,0
1200, 36 months,5.42,6,0,OWN,36000.0,12.93,0
10000, 36 months,21.0,2,0,MORTGAGE,60000.0,31.82,1
2000, 36 months,13.49,4,5,RENT,62000.0,1.95,0
6200, 60 months,18.64,2,10,MORTGAGE,51000.0,10.61,0
12000, 36 months,5.42,6,1,MORTGAGE,117960.0,0.6,0
5000, 36 months,11.99,5,6,MORTGAGE,36000.0,17.9,1
3000, 60 months,19.04,1,4,MORTGAGE,70000.0,0.69,1
28000, 36 months,9.91,5,2,RENT,115000.0,2.14,0
2800, 36 months,6.03,6,8,MORTGAGE,55000.0,15.23,0
35000, 60 months,22.2,2,2,RENT,95000.0,20.54,1
21500, 36 months,9.99,5,6,RENT,70000.0,17.21,0
8500, 36 months,11.49,5,10,RENT,50000.0,18.98,1
18000, 36 months,18.85,3,1,MORTGAGE,45000.0,20.27,1
10000, 36 months,14.3,4,9,RENT,65000.0,28.78,1
11000, 36 months,10.65,5,11,MORTGAGE,30000.0,13.8,0
10200, 36 months,11.71,5,11,RENT,90000.0,16.15,0
12000, 36 months,7.49,6,7,RENT,36000.0,26.93,1
5000, 36 months,13.99,4,11,RENT,38000.0,7.77,0
4000, 60 months,15.21,3,11,MORTGAGE,36000.0,14.5,1
6000, 36 months,18.25,3,5,RENT,25000.0,13.37,1
9600, 36 months,7.9,6,4,MORTGAGE,145000.0,7.42,0
10000, 36 months,16.78,4,11,MORTGAGE,53200.0,18.65,1
18000, 36 months,10.99,5,1,RENT,54000.0,22.98,0
8000, 60 months,13.49,4,6,MORTGAGE,103050.0,14.45,1
19750, 36 months,14.11,3,4,MORTGAGE,65000.0,18.85,1
7000, 36 months,8.9,6,1,RENT,25000.0,16.9,0
7000, 36 months,13.53,5,11,RENT,40000.0,23.49,1
11000, 36 months,15.96,4,11,MORTGAGE,53000.0,24.18,0
10000, 36 months,18.55,3,10,OWN,75000.0,7.84,1
6000, 36 months,10.99,5,2,MORTGAGE,65000.0,9.73,0
8000, 36 months,16.29,3,8,MORTGAGE,68000.0,13.8,0
8000, 36 months,10.99,5,11,MORTGAGE,50000.0,14.76,0
30000, 36 months,18.25,3,8,MORTGAGE,131000.0,9.11,0
13500, 60 months,17.27,3,1,RENT,65000.0,23.65,0
3000, 36 months,7.9,6,1,RENT,18000.0,4.33,0
6000, 36 months,9.99,5,6,MORTGAGE,46800.0,21.85,0
12875, 36 months,11.99,5,11,MORTGAGE,49000.0,9.97,1
7275, 36 months,6.03,6,0,MORTGAGE,36000.0,17.87,0
7000, 36 months,10.99,5,11,RENT,45000.0,19.2,0
6000, 36 months,5.42,6,11,MORTGAGE,55000.0,8.49,0
6000, 36 months,6.62,6,9,MORTGAGE,25000.0,19.49,0
18800, 36 months,7.51,6,4,MORTGAGE,82000.0,13.76,0
7000, 36 months,10.65,5,7,RENT,80400.0,22.37,0
4000, 36 months,14.33,4,3,RENT,49000.0,26.62,1
7000, 60 months,13.35,4,4,RENT,29550.0,19.44,1
9600, 36 months,14.27,4,7,MORTGAGE,156000.0,15.54,0
1000, 36 months,13.49,4,0,MORTGAGE,100000.0,4.49,1
24250, 60 months,20.2,3,11,RENT,75000.0,20.75,1
15000, 36 months,11.49,5,11,OWN,45000.0,20.74,0
9000, 36 months,11.89,5,11,OWN,98736.0,8.12,1
22250, 60 months,24.89,1,11,RENT,50000.0,24.22,1
2150, 36 months,15.88,4,11,RENT,46000.0,30.42,1
5500, 36 months,8.9,6,1,RENT,30000.0,8.48,0
12000, 36 months,14.65,4,8,OWN,87500.0,15.89,1
25000, 36 months,15.33,3,11,RENT,72000.0,18.05,1
4800, 36 months,11.49,5,9,RENT,30000.0,6.88,0
18000, 36 months,15.61,4,4,MORTGAGE,932000.0,0.89,1
21000, 60 months,14.27,4,11,MORTGAGE,83400.0,21.63,0
2000, 36 months,7.9,6,4,MORTGAGE,40000.0,9.78,0
2200, 36 months,11.99,5,2,RENT,46080.0,11.43,0
5000, 36 months,14.79,4,4,RENT,60000.0,11.6,0
8000, 60 months,9.99,5,2,MORTGAGE,43200.0,2.75,0
30000, 36 months,15.62,3,11,MORTGAGE,200000.0,17.3,0
12000, 36 months,13.68,4,9,RENT,70000.0,15.84,1
25000, 60 months,17.43,2,11,RENT,90000.0,10.31,1
21000, 60 months,17.27,3,8,OWN,42000.0,15.8,1
3000, 36 months,8.49,6,10,MORTGAGE,48156.0,0.0,0
18225, 36 months,19.52,3,4,RENT,41600.0,25.41,1
7250, 36 months,11.99,5,11,MORTGAGE,49000.0,22.97,0
14500, 36 months,15.95,3,11,MORTGAGE,89000.0,23.87,1
8400, 36 months,10.99,5,5,RENT,39500.0,1.49,1
6000, 36 months,13.99,4,4,MORTGAGE,36000.0,8.73,0
28000, 36 months,7.9,6,5,MORTGAGE,118000.0,5.29,1
10000, 36 months,7.9,6,7,RENT,75000.0,9.38,0
3000, 36 months,7.9,6,4,OWN,35004.0,15.7,0
5000, 36 months,10.65,5,11,RENT,24000.0,27.65,0
15350, 60 months,22.4,2,5,MORTGAGE,108000.0,10.47,1
3625, 36 months,15.1,4,3,MORTGAGE,35000.0,26.5,1
2000, 36 months,11.49,5,0,OWN,18000.0,20.93,1
