loan_amnt,term,int_rate,credit,emp_length,home_ownership,annual_inc,purpose,dti,bad_loans
18000, 60 months,15.61,C,5 years,RENT,95000.0,debt_consolidation,5.95,0
24000, 60 months,23.43,F,10+ years,RENT,70000.0,debt_consolidation,19.63,1
6500, 36 months,9.67,B,6 years,RENT,47000.0,debt_consolidation,18.87,0
29100, 60 months,21.49,E,4 years,RENT,69564.0,credit_card,17.79,1
24000, 60 months,14.99,C,10+ years,MORTGAGE,118000.0,debt_consolidation,6.0,0
4800, 36 months,18.25,D,10+ years,RENT,60000.0,debt_consolidation,23.76,0
12000, 36 months,10.15,B,2 years,MORTGAGE,40000.0,credit_card,16.89,0
16550, 60 months,19.72,D,6 years,MORTGAGE,47000.0,credit_card,28.16,1
9100, 36 months,16.29,C,1 year,MORTGAGE,40000.0,other,13.56,1
15000, 36 months,7.9,A,10+ years,RENT,55000.0,debt_consolidation,16.67,1
22800, 60 months,21.48,E,8 years,RENT,57000.0,debt_consolidation,16.29,0
15000, 60 months,14.16,C,10+ years,MORTGAGE,70000.0,debt_consolidation,4.94,1
12550, 60 months,15.61,C,7 years,RENT,43000.0,debt_consolidation,15.8,0
24000, 60 months,16.29,C,10+ years,RENT,58000.0,debt_consolidation,28.76,1
9600, 36 months,18.99,E,10+ years,RENT,83725.0,debt_consolidation,11.08,0
8500, 36 months,13.67,B,1 year,RENT,54000.0,small_business,8.78,1
10000, 36 months,7.62,A,3 years,MORTGAGE,200000.0,debt_consolidation,9.85,0
10500, 36 months,12.49,B,5 years,RENT,68500.0,debt_consolidation,12.86,0
8000, 36 months,13.11,B,3 years,OWN,30000.0,medical,33.72,1
10000, 36 months,16.29,C,< 1 year,RENT,61400.0,debt_consolidation,11.04,1
35000, 60 months,24.99,F,10+ years,RENT,99950.0,credit_card,19.28,1
11500, 36 months,10.15,B,10+ years,MORTGAGE,61000.0,debt_consolidation,12.18,0
15000, 36 months,7.9,A,4 years,RENT,40000.0,debt_consolidation,18.21,1
3500, 36 months,19.47,D,10+ years,MORTGAGE,35000.0,debt_consolidation,16.19,0
7200, 36 months,9.67,B,3 years,RENT,112000.0,credit_card,12.27,0
12000, 36 months,18.49,D,10+ years,RENT,98000.0,credit_card,16.43,1
11800, 36 months,16.99,D,4 years,OWN,50000.0,debt_consolidation,20.04,1
28000, 36 months,17.27,D,6 years,MORTGAGE,75000.0,debt_consolidation,12.27,1
25475, 60 months,19.03,E,< 1 year,RENT,60008.0,debt_consolidation,21.98,1
20000, 36 months,9.76,B,10+ years,RENT,56420.0,debt_consolidation,11.95,1
30000, 60 months,16.59,D,7 years,MORTGAGE,111000.0,debt_consolidation,14.75,0
4875, 36 months,23.43,F,4 years,MORTGAGE,40300.0,home_improvement,28.53,0
13475, 36 months,16.29,C,10+ years,RENT,120000.0,medical,4.28,1
25475, 36 months,13.99,C,10+ years,RENT,52000.0,debt_consolidation,28.92,1
26375, 60 months,20.2,E,10+ years,RENT,60000.0,debt_consolidation,5.62,1
10550, 60 months,18.25,D,10+ years,MORTGAGE,49000.0,credit_card,14.15,1
9000, 36 months,15.31,C,2 years,MORTGAGE,39000.0,credit_card,30.43,1
12000, 60 months,12.99,B,8 years,RENT,48000.0,credit_card,29.43,0
14900, 60 months,18.25,D,2 years,RENT,63000.0,debt_consolidation,24.36,0
3500, 36 months,15.81,C,10+ years,RENT,22000.0,debt_consolidation,12.44,1
10000, 36 months,10.74,B,6 years,RENT,68000.0,credit_card,14.42,1
3750, 36 months,16.99,D,2 years,RENT,43365.0,debt_consolidation,11.49,0
12425, 36 months,15.31,C,10+ years,MORTGAGE,87000.0,home_improvement,14.07,1
15000, 36 months,14.16,C,3 years,OWN,36000.0,credit_card,32.13,0
7000, 36 months,7.69,A,< 1 year,RENT,70000.0,debt_consolidation,23.23,0
16000, 36 months,15.81,C,10+ years,MORTGAGE,50000.0,other,2.45,1
6000, 36 months,9.67,B,10+ years,MORTGAGE,70000.0,debt_consolidation,33.19,0
9000, 36 months,14.16,C,6 years,MORTGAGE,105000.0,debt_consolidation,8.95,0
14600, 36 months,15.31,C,6 years,MORTGAGE,44000.0,debt_consolidation,11.7,1
12000, 36 months,15.31,C,9 years,RENT,65000.0,debt_consolidation,17.12,0
9250, 36 months,18.92,D,2 years,RENT,35000.0,debt_consolidation,22.6,0
3500, 36 months,10.16,B,< 1 year,RENT,54800.0,credit_card,17.56,1
25000, 36 months,19.91,E,< 1 year,RENT,120000.0,credit_card,6.87,1
8000, 36 months,14.98,C,1 year,RENT,120000.0,major_purchase,0.0,0
3700, 36 months,20.5,E,10+ years,RENT,32000.0,medical,25.54,1
24000, 36 months,8.9,A,10+ years,MORTGAGE,110000.0,debt_consolidation,14.15,0
13000, 60 months,11.99,B,8 years,MORTGAGE,90000.0,credit_card,20.6,0
5000, 36 months,7.62,A,5 years,MORTGAGE,75000.0,home_improvement,18.67,1
5000, 36 months,12.99,B,5 years,RENT,33000.0,debt_consolidation,21.27,0
18000, 60 months,12.12,B,2 years,RENT,45500.0,credit_card,17.25,1
20000, 60 months,15.31,C,9 years,RENT,59000.0,credit_card,23.49,0
6050, 36 months,16.99,D,6 years,RENT,67000.0,credit_card,11.22,0
18225, 36 months,19.05,D,2 years,RENT,46900.0,debt_consolidation,10.44,1
16500, 36 months,14.16,C,10+ years,MORTGAGE,54000.0,debt_consolidation,24.53,1
17050, 60 months,14.64,C,10+ years,MORTGAGE,38000.0,credit_card,13.71,0
13500, 36 months,10.16,B,10+ years,RENT,80000.0,debt_consolidation,8.12,1
8325, 36 months,15.31,C,3 years,RENT,24000.0,debt_consolidation,14.55,1
11000, 36 months,10.99,B,2 years,RENT,183000.0,credit_card,18.78,0
9875, 36 months,12.85,B,3 years,RENT,40000.0,debt_consolidation,23.82,0
15000, 60 months,14.64,C,10+ years,MORTGAGE,73000.0,home_improvement,23.16,0
14000, 36 months,13.11,B,10+ years,RENT,42000.0,debt_consolidation,27.34,1
5000, 36 months,15.31,C,8 years,RENT,35000.0,debt_consolidation,13.61,1
25000, 36 months,11.14,B,3 years,MORTGAGE,100000.0,credit_card,23.11,1
1200, 36 months,24.5,F,< 1 year,RENT,45000.0,vacation,23.25,0
16000, 36 months,11.99,B,< 1 year,RENT,47500.0,debt_consolidation,9.88,0
20000, 60 months,16.29,C,< 1 year,RENT,50000.0,debt_consolidation,21.74,1
8000, 36 months,8.9,A,4 years,MORTGAGE,45000.0,debt_consolidation,23.53,1
11775, 60 months,19.47,D,2 years,RENT,31200.0,small_business,18.65,1
3000, 36 months,15.61,C,3 years,OWN,40000.0,debt_consolidation,11.55,0
19900, 60 months,21.99,E,1 year,MORTGAGE,120000.0,debt_consolidation,17.22,0
24000, 36 months,9.67,B,4 years,MORTGAGE,100000.0,debt_consolidation,13.27,0
10000, 36 months,7.9,A,3 years,MORTGAGE,51000.0,debt_consolidation,29.74,0
16475, 60 months,14.33,C,8 years,MORTGAGE,40000.0,debt_consolidation,15.96,1
10050, 60 months,18.92,D,7 years,MORTGAGE,80000.0,debt_consolidation,15.27,1
7000, 36 months,9.67,B,1 year,MORTGAGE,75000.0,debt_consolidation,16.51,0
25000, 60 months,20.49,E,6 years,RENT,115000.0,debt_consolidation,13.15,1
24125, 60 months,22.15,E,6 years,MORTGAGE,55000.0,credit_card,10.52,1
7450, 36 months,14.98,C,10+ years,OWN,53000.0,major_purchase,16.3,0
11250, 36 months,7.62,A,10+ years,MORTGAGE,52000.0,debt_consolidation,25.2,1
10500, 60 months,19.22,D,< 1 year,RENT,93400.0,debt_consolidation,20.15,0
17600, 60 months,14.99,C,10+ years,OWN,48000.0,debt_consolidation,28.08,0
14000, 60 months,18.25,D,10+ years,MORTGAGE,156000.0,debt_consolidation,10.25,0
17475, 36 months,14.65,C,1 year,RENT,45000.0,credit_card,21.84,1
18000, 36 months,9.17,B,4 years,RENT,65000.0,credit_card,16.0,0
11100, 36 months,16.29,C,5 years,MORTGAGE,50000.0,debt_consolidation,17.04,1
18000, 36 months,11.99,B,2 years,RENT,67100.0,debt_consolidation,28.37,0
20000, 36 months,13.65,C,6 years,MORTGAGE,249000.0,home_improvement,4.58,0
15000, 36 months,17.77,D,1 year,RENT,52000.0,debt_consolidation,28.66,1
18000, 36 months,16.29,C,7 years,RENT,40000.0,debt_consolidation,29.62,1
35000, 60 months,19.47,D,1 year,RENT,195000.0,credit_card,16.04,1
5375, 36 months,15.61,D,5 years,OWN,25000.0,debt_consolidation,23.67,0
13000, 36 months,18.75,D,4 years,MORTGAGE,40000.0,debt_consolidation,14.19,1
12000, 36 months,15.8,C,10+ years,RENT,60000.0,debt_consolidation,24.7,1
16000, 36 months,8.9,A,1 year,MORTGAGE,79760.0,debt_consolidation,17.11,0
20000, 60 months,15.8,C,5 years,RENT,50000.0,credit_card,25.89,1
6500, 36 months,13.65,C,2 years,MORTGAGE,42000.0,home_improvement,14.89,1
19200, 60 months,19.47,D,10+ years,MORTGAGE,78000.0,debt_consolidation,10.03,0
3250, 36 months,21.99,E,10+ years,RENT,22561.0,moving,30.37,0
3975, 36 months,24.99,F,10+ years,OWN,35000.0,home_improvement,5.73,0
13000, 36 months,8.39,A,7 years,MORTGAGE,65000.0,credit_card,15.36,0
15000, 36 months,13.11,B,4 years,MORTGAGE,62000.0,credit_card,18.14,1
3300, 36 months,13.65,C,4 years,RENT,84000.0,debt_consolidation,9.73,0
15000, 60 months,15.31,C,7 years,MORTGAGE,76162.0,debt_consolidation,12.28,0
5950, 36 months,17.57,D,1 year,MORTGAGE,49000.0,debt_consolidation,23.89,1
16000, 60 months,25.8,G,10+ years,MORTGAGE,54000.0,debt_consolidation,25.58,1
18200, 60 months,19.22,D,1 year,RENT,41000.0,debt_consolidation,10.81,1
2250, 36 months,19.99,E,8 years,RENT,40000.0,other,3.75,1
30000, 36 months,7.9,A,8 years,MORTGAGE,125000.0,credit_card,8.83,0
11000, 36 months,10.16,B,9 years,RENT,187400.0,credit_card,3.23,1
12000, 36 months,15.31,C,3 years,RENT,50400.0,debt_consolidation,18.49,1
18000, 60 months,14.64,C,1 year,MORTGAGE,70000.0,debt_consolidation,3.62,0
11200, 60 months,11.99,B,3 years,MORTGAGE,70000.0,credit_card,10.36,0
15000, 36 months,18.75,D,10+ years,MORTGAGE,50000.0,credit_card,26.47,1
7000, 36 months,12.49,B,10+ years,RENT,86000.0,major_purchase,4.86,0
16000, 36 months,12.99,C,10+ years,MORTGAGE,80000.0,debt_consolidation,20.07,0
16000, 36 months,17.27,C,3 years,RENT,60000.0,debt_consolidation,29.26,1
7850, 36 months,15.61,C,6 years,MORTGAGE,39000.0,debt_consolidation,7.91,0
21000, 36 months,8.9,A,10+ years,RENT,119000.0,debt_consolidation,11.44,0
30000, 36 months,15.61,C,4 years,RENT,110000.0,debt_consolidation,14.63,0
26000, 60 months,16.99,D,2 years,RENT,100000.0,major_purchase,6.18,0
20125, 36 months,12.49,B,5 years,RENT,70000.0,debt_consolidation,31.92,0
12000, 36 months,7.12,A,10+ years,MORTGAGE,210000.0,debt_consolidation,17.35,0
24000, 60 months,22.47,E,8 years,MORTGAGE,70000.0,wedding,18.84,1
2500, 36 months,17.57,D,10+ years,MORTGAGE,58000.0,other,21.1,0
9600, 36 months,7.62,A,10+ years,OWN,31000.0,major_purchase,21.91,1
18000, 60 months,20.49,E,2 years,MORTGAGE,80165.0,debt_consolidation,14.85,1
20000, 60 months,17.27,D,3 years,MORTGAGE,40000.0,credit_card,7.05,1
5000, 36 months,12.99,B,10+ years,RENT,86000.0,major_purchase,6.59,0
5125, 36 months,16.29,D,10+ years,OWN,14400.0,other,16.97,1
11500, 36 months,13.11,B,3 years,MORTGAGE,32885.0,debt_consolidation,26.82,1
8400, 36 months,17.27,C,8 years,RENT,70000.0,debt_consolidation,9.07,1
18000, 60 months,19.22,D,10+ years,RENT,82415.0,debt_consolidation,21.36,1
8050, 36 months,16.59,D,3 years,RENT,35000.0,debt_consolidation,29.01,1
18000, 36 months,7.9,A,4 years,OWN,57000.0,credit_card,27.29,1
10000, 36 months,15.61,C,1 year,RENT,52000.0,debt_consolidation,11.91,0
5500, 36 months,14.33,C,< 1 year,OWN,55000.0,other,8.68,1
13000, 60 months,12.99,B,10+ years,MORTGAGE,68000.0,debt_consolidation,6.72,0
25000, 60 months,18.25,D,6 years,MORTGAGE,82099.0,credit_card,34.23,0
15000, 60 months,20.99,E,10+ years,MORTGAGE,68000.0,debt_consolidation,16.38,0
12000, 36 months,8.9,A,1 year,MORTGAGE,95000.0,debt_consolidation,12.94,1
18000, 60 months,21.48,E,7 years,MORTGAGE,90000.0,other,4.03,0
7000, 36 months,15.31,C,5 years,RENT,30000.0,debt_consolidation,9.04,1
8000, 36 months,10.65,B,4 years,RENT,27000.0,debt_consolidation,21.12,1
7175, 36 months,15.61,C,7 years,MORTGAGE,45000.0,debt_consolidation,23.97,0
8000, 36 months,15.61,C,6 years,MORTGAGE,100000.0,debt_consolidation,17.86,1
7500, 36 months,8.9,A,10+ years,OWN,51000.0,car,17.95,0
8000, 60 months,25.83,G,2 years,RENT,78000.0,other,7.72,0
9000, 36 months,9.67,B,5 years,MORTGAGE,53000.0,debt_consolidation,17.12,0
9600, 36 months,18.49,D,5 years,RENT,75000.0,debt_consolidation,16.24,1
30000, 60 months,21.99,E,10+ years,MORTGAGE,96000.0,debt_consolidation,26.48,0
20400, 36 months,15.61,C,9 years,RENT,60000.0,debt_consolidation,30.08,0
8000, 36 months,17.27,D,2 years,OWN,33000.0,other,24.33,1
15600, 60 months,15.31,C,6 years,MORTGAGE,60000.0,debt_consolidation,5.44,0
4000, 36 months,19.22,D,1 year,MORTGAGE,55000.0,debt_consolidation,5.5,1
12800, 36 months,11.99,B,3 years,MORTGAGE,57600.0,home_improvement,9.04,0
10000, 36 months,7.9,A,< 1 year,RENT,48000.0,debt_consolidation,11.73,1
35000, 60 months,17.77,D,10+ years,MORTGAGE,115000.0,debt_consolidation,30.57,1
25000, 36 months,13.53,B,10+ years,MORTGAGE,115000.0,debt_consolidation,23.05,0
21125, 60 months,13.98,C,< 1 year,MORTGAGE,47000.0,major_purchase,12.08,0
25000, 36 months,7.62,A,7 years,MORTGAGE,125000.0,debt_consolidation,18.97,1
7000, 36 months,14.99,C,9 years,RENT,70000.0,debt_consolidation,19.06,0
11250, 36 months,17.57,D,1 year,MORTGAGE,62000.0,home_improvement,17.79,0
9000, 36 months,14.16,C,< 1 year,RENT,30000.0,debt_consolidation,19.44,0
14250, 36 months,18.25,D,7 years,MORTGAGE,49000.0,other,22.31,1
10000, 36 months,9.76,B,1 year,RENT,100000.0,debt_consolidation,12.05,1
24600, 60 months,19.05,D,3 years,MORTGAGE,70000.0,credit_card,31.25,1
15000, 36 months,9.67,B,3 years,MORTGAGE,79000.0,debt_consolidation,20.8,0
9100, 36 months,16.99,D,3 years,MORTGAGE,37000.0,debt_consolidation,31.92,0
28000, 60 months,17.57,D,1 year,MORTGAGE,95000.0,credit_card,13.34,0
4200, 36 months,14.16,C,10+ years,MORTGAGE,30000.0,debt_consolidation,20.36,0
6000, 36 months,22.45,E,1 year,MORTGAGE,32000.0,debt_consolidation,18.23,0
21500, 36 months,7.9,A,2 years,RENT,45000.0,debt_consolidation,15.74,1
10500, 60 months,24.99,F,2 years,RENT,85000.0,credit_card,20.84,0
8450, 36 months,11.67,B,4 years,MORTGAGE,125000.0,home_improvement,17.19,0
21200, 60 months,22.47,E,2 years,RENT,48000.0,credit_card,17.7,1
12000, 36 months,18.75,D,10+ years,RENT,72000.0,debt_consolidation,26.55,1
18000, 36 months,18.49,D,6 years,RENT,58664.0,debt_consolidation,20.35,1
8650, 36 months,8.39,A,9 years,MORTGAGE,46000.0,debt_consolidation,27.05,1
6000, 36 months,12.49,B,10+ years,RENT,75000.0,debt_consolidation,17.36,0
30375, 60 months,23.43,F,10+ years,MORTGAGE,72500.0,debt_consolidation,25.79,0
15000, 36 months,11.71,B,3 years,MORTGAGE,72000.0,debt_consolidation,18.43,1
12000, 36 months,15.61,C,3 years,MORTGAGE,42000.0,home_improvement,19.38,0
7000, 36 months,14.47,C,10+ years,MORTGAGE,65000.0,debt_consolidation,3.25,0
35000, 60 months,21.18,E,8 years,MORTGAGE,160000.0,debt_consolidation,23.21,0
10000, 36 months,12.85,B,6 years,RENT,31000.0,credit_card,26.4,0
8400, 36 months,16.29,C,2 years,MORTGAGE,230000.0,home_improvement,8.4,1
9500, 36 months,20.49,E,2 years,MORTGAGE,40000.0,small_business,23.25,1
18550, 60 months,18.25,D,6 years,MORTGAGE,38000.0,credit_card,19.77,1
7500, 36 months,6.03,A,10+ years,MORTGAGE,32000.0,house,24.19,1
15000, 36 months,14.33,C,8 years,MORTGAGE,119000.0,debt_consolidation,11.56,1
5950, 36 months,12.12,B,6 years,MORTGAGE,42000.0,debt_consolidation,23.54,1
15000, 36 months,15.61,C,2 years,MORTGAGE,70000.0,debt_consolidation,18.46,0
1000, 36 months,23.43,F,10+ years,RENT,16800.0,moving,22.07,0
7200, 36 months,12.49,B,3 years,MORTGAGE,54000.0,home_improvement,13.6,0
7200, 36 months,6.03,A,9 years,MORTGAGE,32000.0,debt_consolidation,27.34,0
35000, 60 months,13.98,C,2 years,MORTGAGE,750000.0,home_improvement,4.74,0
18900, 36 months,10.99,B,< 1 year,MORTGAGE,48880.0,debt_consolidation,8.94,1
12000, 36 months,10.15,B,4 years,RENT,45000.0,debt_consolidation,28.05,0
18000, 60 months,15.61,C,10+ years,MORTGAGE,59803.0,debt_consolidation,26.27,0
28000, 60 months,17.57,D,1 year,RENT,118000.0,debt_consolidation,19.63,0
17125, 36 months,14.98,C,3 years,RENT,43000.0,other,7.34,1
24000, 60 months,21.0,E,10+ years,RENT,90000.0,credit_card,16.98,1
16800, 60 months,19.99,E,3 years,RENT,131000.0,major_purchase,15.87,1
30000, 60 months,18.92,D,8 years,MORTGAGE,100000.0,debt_consolidation,16.18,0
14000, 36 months,13.53,B,2 years,RENT,55000.0,debt_consolidation,20.69,0
3000, 36 months,8.9,A,10+ years,MORTGAGE,65000.0,debt_consolidation,16.78,0
33000, 36 months,15.61,D,10+ years,MORTGAGE,90000.0,debt_consolidation,18.79,1
8000, 36 months,8.9,A,< 1 year,RENT,55000.0,credit_card,12.5,0
3500, 36 months,21.99,E,2 years,RENT,48000.0,other,6.25,0
7000, 36 months,9.67,B,1 year,RENT,60000.0,credit_card,8.62,0
11000, 60 months,18.64,E,7 years,MORTGAGE,77000.0,debt_consolidation,5.5,1
12000, 60 months,19.05,D,10+ years,MORTGAGE,65000.0,other,20.42,1
5375, 36 months,18.75,D,10+ years,RENT,35000.0,other,5.17,1
9000, 36 months,16.29,C,1 year,MORTGAGE,53000.0,debt_consolidation,19.69,1
17600, 36 months,14.27,C,10+ years,RENT,65000.0,credit_card,15.71,1
15000, 36 months,10.15,B,5 years,RENT,45000.0,debt_consolidation,26.29,1
10000, 60 months,15.61,C,3 years,RENT,65280.0,debt_consolidation,13.31,0
4000, 36 months,21.0,E,10+ years,RENT,51000.0,other,9.18,1
3000, 36 months,20.2,E,3 years,MORTGAGE,32000.0,debt_consolidation,14.78,0
15000, 36 months,15.61,C,10+ years,RENT,57000.0,debt_consolidation,27.01,0
28000, 36 months,14.16,C,5 years,MORTGAGE,102000.0,debt_consolidation,8.07,0
4500, 36 months,16.99,D,4 years,RENT,38900.0,debt_consolidation,10.0,1
7400, 36 months,12.49,B,10+ years,MORTGAGE,69000.0,debt_consolidation,16.94,0
20350, 36 months,16.99,D,10+ years,MORTGAGE,51000.0,home_improvement,14.12,0
8000, 36 months,13.98,C,5 years,RENT,75000.0,debt_consolidation,5.33,0
9600, 36 months,14.65,C,7 years,MORTGAGE,50606.0,house,12.5,1
4125, 36 months,17.57,D,< 1 year,RENT,32000.0,other,27.46,1
20350, 60 months,21.98,E,1 year,RENT,90000.0,small_business,13.69,1
25000, 60 months,19.72,D,10+ years,MORTGAGE,77600.0,debt_consolidation,16.73,1
10400, 36 months,14.16,C,8 years,MORTGAGE,65000.0,debt_consolidation,28.8,0
14000, 36 months,8.9,A,< 1 year,RENT,40000.0,debt_consolidation,26.95,0
28000, 36 months,17.57,D,1 year,MORTGAGE,98000.0,debt_consolidation,8.63,0
19200, 36 months,10.99,B,10+ years,MORTGAGE,120000.0,debt_consolidation,10.75,0
8000, 36 months,7.69,A,10+ years,MORTGAGE,40000.0,debt_consolidation,14.13,0
15000, 36 months,15.8,C,10+ years,MORTGAGE,37000.0,credit_card,19.46,1
28000, 36 months,14.16,C,8 years,MORTGAGE,98000.0,debt_consolidation,20.33,0
15000, 60 months,21.18,E,1 year,RENT,40000.0,debt_consolidation,26.28,1
9000, 36 months,15.31,C,10+ years,MORTGAGE,58900.0,debt_consolidation,18.07,0
5000, 36 months,7.62,A,< 1 year,MORTGAGE,52000.0,major_purchase,11.56,1
12000, 36 months,9.67,B,8 years,MORTGAGE,149000.0,major_purchase,17.23,0
15250, 60 months,23.4,E,2 years,RENT,45000.0,debt_consolidation,17.84,1
10000, 60 months,16.29,D,10+ years,MORTGAGE,84000.0,medical,27.51,0
6500, 36 months,14.64,C,2 years,RENT,34000.0,credit_card,31.27,0
12000, 36 months,11.99,B,2 years,RENT,51992.0,debt_consolidation,17.06,0
15000, 36 months,12.99,B,< 1 year,MORTGAGE,110000.0,debt_consolidation,17.53,0
8000, 36 months,17.77,D,6 years,RENT,25000.0,small_business,28.56,1
9450, 36 months,14.33,C,10+ years,RENT,34000.0,debt_consolidation,18.56,1
12000, 36 months,12.49,B,9 years,RENT,50000.0,major_purchase,10.85,0
16000, 36 months,21.49,E,4 years,RENT,121000.0,debt_consolidation,26.75,1
23725, 36 months,18.25,D,10+ years,RENT,115430.0,debt_consolidation,15.49,0
4000, 36 months,17.77,D,7 years,RENT,36000.0,other,30.53,1
10000, 36 months,15.31,C,7 years,OWN,34000.0,debt_consolidation,32.86,0
7200, 36 months,17.77,D,10+ years,RENT,42000.0,credit_card,17.14,1
35000, 36 months,17.57,D,6 years,MORTGAGE,350000.0,debt_consolidation,2.82,0
10000, 36 months,17.77,D,10+ years,MORTGAGE,73000.0,medical,20.21,1
18550, 36 months,15.31,C,4 years,MORTGAGE,46500.0,home_improvement,7.1,1
11000, 36 months,13.98,C,6 years,MORTGAGE,50000.0,debt_consolidation,26.43,0
17000, 36 months,12.12,B,10+ years,RENT,99000.0,debt_consolidation,12.41,1
3500, 36 months,17.57,D,2 years,RENT,35000.0,debt_consolidation,25.89,0
8000, 36 months,6.62,A,10+ years,RENT,115000.0,credit_card,6.81,0
8575, 36 months,16.29,C,5 years,RENT,36000.0,small_business,16.13,1
14000, 36 months,14.47,C,10+ years,MORTGAGE,88000.0,home_improvement,28.86,1
10750, 36 months,12.12,B,3 years,RENT,35000.0,debt_consolidation,8.85,1
4750, 36 months,12.12,B,2 years,RENT,26000.0,debt_consolidation,20.54,1
9000, 36 months,14.33,C,10+ years,RENT,55000.0,credit_card,13.81,1
8000, 36 months,11.99,B,4 years,OWN,30000.0,debt_consolidation,12.44,0
17000, 36 months,14.65,C,9 years,RENT,70000.0,credit_card,21.7,1
17000, 36 months,8.9,A,< 1 year,OWN,44200.0,debt_consolidation,30.59,0
8000, 36 months,11.99,B,10+ years,MORTGAGE,70000.0,debt_consolidation,17.39,0
24000, 60 months,24.5,F,10+ years,MORTGAGE,224000.0,debt_consolidation,5.41,1
20000, 36 months,7.9,A,8 years,MORTGAGE,80000.0,credit_card,21.3,0
10000, 36 months,10.99,B,10+ years,MORTGAGE,75000.0,debt_consolidation,28.61,0
4400, 36 months,16.59,D,4 years,RENT,29600.0,debt_consolidation,25.79,0
16800, 60 months,20.49,E,10+ years,MORTGAGE,60000.0,debt_consolidation,14.04,1
20000, 36 months,10.99,B,5 years,RENT,87000.0,debt_consolidation,16.48,0
18200, 60 months,23.76,F,2 years,RENT,51000.0,debt_consolidation,26.94,1
30000, 60 months,17.57,D,10+ years,MORTGAGE,78623.0,debt_consolidation,12.38,0
21000, 60 months,18.75,D,10+ years,MORTGAGE,123000.0,home_improvement,11.31,1
30000, 36 months,14.47,C,6 years,RENT,92000.0,debt_consolidation,10.88,0
8400, 36 months,13.53,B,4 years,RENT,87000.0,credit_card,34.12,0
17500, 60 months,21.0,E,10+ years,RENT,98000.0,debt_consolidation,4.71,1
3300, 36 months,8.9,A,< 1 year,RENT,344000.0,debt_consolidation,3.13,0
5600, 36 months,9.76,B,2 years,RENT,45000.0,credit_card,19.12,1
9875, 36 months,11.99,B,5 years,RENT,42000.0,debt_consolidation,27.49,0
9600, 36 months,17.27,C,10+ years,RENT,82500.0,major_purchase,19.97,1
16450, 36 months,19.05,D,3 years,MORTGAGE,66000.0,debt_consolidation,18.8,1
20000, 36 months,19.72,D,< 1 year,RENT,55000.0,debt_consolidation,16.33,1
11400, 60 months,19.47,D,8 years,RENT,42435.0,credit_card,23.27,1
10000, 36 months,10.99,B,< 1 year,RENT,35000.0,debt_consolidation,29.29,0
10000, 36 months,17.99,D,6 years,MORTGAGE,70000.0,debt_consolidation,17.26,1
5200, 36 months,6.03,A,10+ years,MORTGAGE,58000.0,debt_consolidation,8.46,1
8425, 36 months,21.0,E,2 years,RENT,24200.0,small_business,29.21,1
20000, 60 months,22.06,F,10+ years,MORTGAGE,84005.0,debt_consolidation,8.69,1
16000, 60 months,13.53,B,10+ years,MORTGAGE,72000.0,home_improvement,8.8,0
12375, 36 months,14.47,C,< 1 year,RENT,55000.0,debt_consolidation,11.83,0
25000, 60 months,17.57,D,1 year,MORTGAGE,65000.0,other,0.3,0
5000, 36 months,11.67,B,2 years,RENT,75000.0,debt_consolidation,13.65,1
15000, 60 months,12.49,B,7 years,MORTGAGE,50000.0,debt_consolidation,10.39,0
3000, 36 months,14.64,C,< 1 year,RENT,57000.0,credit_card,14.44,0
6500, 36 months,7.9,A,10+ years,MORTGAGE,90000.0,car,9.32,0
8000, 36 months,18.49,D,6 years,OWN,92000.0,home_improvement,6.76,1
6250, 36 months,12.12,B,7 years,MORTGAGE,68400.0,debt_consolidation,31.23,1
12000, 60 months,16.29,D,4 years,MORTGAGE,64000.0,debt_consolidation,22.91,0
26925, 60 months,21.18,E,10+ years,OWN,120000.0,debt_consolidation,24.66,1
20000, 60 months,25.8,G,1 year,MORTGAGE,50000.0,credit_card,28.56,0
24000, 60 months,18.24,D,10+ years,MORTGAGE,75000.0,credit_card,16.53,0
16000, 60 months,12.69,B,10+ years,RENT,320400.0,debt_consolidation,2.28,1
16000, 60 months,14.33,C,3 years,RENT,47890.0,small_business,4.86,1
25725, 36 months,16.24,C,10+ years,OWN,65000.0,debt_consolidation,18.12,0
12600, 60 months,24.08,F,2 years,RENT,35000.0,debt_consolidation,24.83,1
19200, 36 months,11.99,B,10+ years,MORTGAGE,220000.0,debt_consolidation,12.28,0
35000, 60 months,14.65,C,10+ years,MORTGAGE,120000.0,debt_consolidation,12.87,1
24750, 60 months,19.47,D,10+ years,MORTGAGE,59000.0,debt_consolidation,28.36,0
14000, 36 months,9.67,B,8 years,RENT,75000.0,debt_consolidation,20.3,0
12000, 36 months,12.99,B,10+ years,RENT,113000.0,credit_card,17.2,0
3000, 36 months,11.99,B,5 years,MORTGAGE,65000.0,credit_card,17.02,0
17000, 36 months,11.67,B,10+ years,RENT,85000.0,credit_card,14.36,0
35000, 60 months,19.99,E,10+ years,MORTGAGE,82200.0,credit_card,18.79,0
20000, 36 months,11.14,B,10+ years,MORTGAGE,80000.0,credit_card,15.3,1
19000, 60 months,19.91,E,10+ years,MORTGAGE,38000.0,credit_card,12.28,1
15000, 36 months,17.77,D,5 years,RENT,60000.0,debt_consolidation,10.25,1
6900, 36 months,21.67,F,2 years,RENT,58000.0,major_purchase,10.55,1
